initial_guess,level,require_v_sum,optimiser,loss_type,constraint_strictness,loss,time
random,nested,False,L-BFGS-B,l2,0.0,7.625133172093331,53.22138547897339
random,nested,False,Nelder-Mead,l2,0.01,7.491335693951573,41.78466773033142
random,single,True,SLSQP,l2,0.05,7.693188236151321,0.1456286907196045
random,single,False,SLSQP,RSS,0.01,512.5100180555932,0.14250898361206055
random,nested,False,Nelder-Mead,RSS,0.05,57.78256890728347,37.248111963272095
random,single,False,SLSQP,RSS,0.05,473.45151190255984,0.14673471450805664
random,single,False,SLSQP,RSS,0.01,512.5100180555932,0.1484832763671875
random,nested,False,SLSQP,l2,0.05,7.58772162569475,22.167205333709717
random,single,True,SLSQP,RSS,0.01,70.37019484155906,0.14129972457885742
random,nested,True,SLSQP,RSS,0.01,57.4551764668491,37.595770597457886
random,single,True,SLSQP,l2,1e-08,15.892365265347351,0.1430187225341797
random,nested,False,Nelder-Mead,l2,0.01,7.491335693951573,44.295668601989746
random,single,True,SLSQP,RSS,1e-08,262.2092833484549,0.14862585067749023
random,nested,True,SLSQP,RSS,0.0,56.0040826758138,26.770450592041016
random,nested,False,Nelder-Mead,RSS,0.05,57.782552628069666,36.963399171829224
random,nested,False,SLSQP,l2,0.01,7.51465619530175,36.46352672576904
random,single,True,SLSQP,RSS,0.01,70.37019484155906,0.14309000968933105
random,nested,False,Nelder-Mead,l2,0.01,7.491335693951573,43.12042689323425
random,single,True,SLSQP,RSS,0.0,545.0823227049754,0.15126800537109375
random,single,False,SLSQP,RSS,0.0,309.2923044303814,0.14464831352233887
random,single,False,SLSQP,RSS,1e-08,189.99088157493165,0.1458721160888672
random,nested,False,SLSQP,RSS,0.05,57.94545008347642,30.910130977630615
random,nested,False,Nelder-Mead,RSS,0.01,57.416078012462634,41.84606456756592
random,nested,True,SLSQP,RSS,0.01,57.4551764668491,37.7393524646759
random,single,False,SLSQP,RSS,0.0,309.2923044303814,0.15619587898254395
random,single,True,SLSQP,RSS,0.0,545.0823227049754,0.15380382537841797
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,33.73564887046814
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,18.399869441986084
random,nested,False,SLSQP,RSS,1e-08,57.423420940077314,41.00572848320007
random,nested,False,SLSQP,RSS,1e-08,57.49970870809698,37.44515085220337
random,nested,False,Nelder-Mead,RSS,0.05,57.782574985173056,35.53310203552246
random,nested,False,SLSQP,l2,0.0,7.482408429534776,32.135221004486084
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,17.597033262252808
random,nested,False,SLSQP,RSS,0.01,56.92523164562553,39.16655373573303
random,nested,False,L-BFGS-B,l2,1e-08,7.583316293790609,56.914414167404175
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,31.769660234451294
random,nested,False,SLSQP,l2,0.01,7.51465619530175,33.975459814071655
random,single,True,SLSQP,RSS,0.01,70.37019484155906,0.1421651840209961
random,single,True,SLSQP,l2,1e-08,15.892365265347351,0.1439366340637207
random,nested,False,SLSQP,RSS,0.01,56.92523164562553,40.12032961845398
random,nested,True,SLSQP,l2,0.01,7.555214284787354,25.90561580657959
random,single,True,SLSQP,l2,0.0,12.9518596985911,0.15070223808288574
random,nested,False,SLSQP,l2,0.05,7.58772162569475,23.78738784790039
random,nested,False,Nelder-Mead,RSS,1e-08,56.32208171464754,53.767242670059204
random,single,False,SLSQP,RSS,0.05,473.45151190255984,0.14778351783752441
random,nested,True,SLSQP,l2,1e-08,7.481170431820645,26.233232498168945
random,nested,False,SLSQP,RSS,0.05,57.94545008347642,30.903266668319702
random,nested,False,Nelder-Mead,RSS,1e-08,56.32208171464754,52.53046488761902
random,nested,False,Nelder-Mead,l2,0.01,7.491335693951573,42.90225338935852
random,single,False,SLSQP,l2,0.05,21.185781654157314,0.14238691329956055
random,nested,False,L-BFGS-B,RSS,0.01,56.13600353220952,78.40790820121765
random,nested,True,SLSQP,l2,0.0,7.481959063112654,32.80044150352478
random,nested,False,L-BFGS-B,l2,0.05,7.609607154169546,71.35002279281616
random,nested,False,L-BFGS-B,l2,1e-08,7.583438022384398,59.0720636844635
random,nested,False,L-BFGS-B,RSS,0.0,57.76430185039652,103.91303730010986
random,nested,False,Nelder-Mead,l2,0.01,7.491335693951573,43.2074933052063
random,nested,True,SLSQP,l2,0.05,7.6451997452784415,18.79561686515808
random,single,True,SLSQP,l2,0.05,7.693188236151321,0.1479473114013672
random,nested,True,SLSQP,l2,0.0,7.481959063112654,34.847440004348755
random,nested,False,L-BFGS-B,l2,1e-08,7.583490940367678,62.33356833457947
random,single,True,SLSQP,RSS,0.01,70.37019484155906,0.14603638648986816
random,single,True,SLSQP,RSS,0.01,70.37019484155906,0.1448354721069336
random,nested,True,SLSQP,l2,1e-08,7.481170431820645,27.168458223342896
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,32.608185052871704
random,single,True,SLSQP,l2,0.0,12.9518596985911,0.14561057090759277
random,nested,False,SLSQP,RSS,0.05,57.94680543704972,29.77019500732422
random,nested,False,Nelder-Mead,l2,0.01,7.491335693951573,42.542545795440674
random,nested,False,Nelder-Mead,l2,0.0,7.535222813137996,45.52550411224365
random,nested,False,SLSQP,RSS,1e-08,57.423420940077314,40.60532522201538
random,nested,False,L-BFGS-B,l2,0.05,7.609607154169546,81.01101064682007
random,nested,False,L-BFGS-B,l2,0.05,7.609568845734052,74.17556715011597
random,single,False,SLSQP,l2,0.0,13.830021456284955,0.14818143844604492
random,single,False,SLSQP,RSS,0.05,473.45151190255984,0.1460103988647461
random,nested,False,SLSQP,l2,0.0,7.482408429534776,34.00899291038513
random,single,True,SLSQP,l2,0.05,7.693188236151321,0.14902687072753906
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,18.225467681884766
random,nested,True,SLSQP,l2,0.01,7.551692595669141,28.695050954818726
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,17.796407222747803
random,nested,False,SLSQP,l2,1e-08,7.632076964783821,30.85387420654297
random,single,False,SLSQP,RSS,0.01,512.5100180555932,0.14271020889282227
random,single,True,SLSQP,l2,0.01,23.631951150867422,0.1452348232269287
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,32.242980003356934
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,36.63381266593933
random,single,False,SLSQP,l2,0.05,21.185781654157314,0.1510162353515625
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,32.5562047958374
random,nested,False,Nelder-Mead,RSS,0.01,57.416009672064725,42.457303285598755
random,nested,True,SLSQP,RSS,0.05,356.89075615323054,17.61142063140869
random,single,True,SLSQP,l2,0.05,7.693188236151321,0.14461493492126465
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,46.58193492889404
random,nested,False,SLSQP,RSS,1e-08,57.49970870809698,35.60988235473633
random,single,True,SLSQP,RSS,0.01,70.37019484155906,0.1462547779083252
random,single,True,SLSQP,l2,0.0,12.9518596985911,0.14897608757019043
random,nested,True,SLSQP,RSS,0.01,57.4551764668491,37.51578164100647
random,nested,False,Nelder-Mead,l2,1e-08,7.567734546633305,36.271806955337524
random,single,False,SLSQP,RSS,0.0,309.2923044303814,0.14353036880493164
random,single,False,SLSQP,RSS,0.05,473.45151190255984,0.1481318473815918
random,single,False,SLSQP,l2,0.01,20.146055011254802,0.14879298210144043
random,nested,False,Nelder-Mead,l2,0.05,7.593812016168142,44.404698848724365
random,single,False,SLSQP,l2,0.05,21.185781654157314,0.14229416847229004
random,nested,False,SLSQP,l2,0.01,7.51465619530175,36.060463428497314
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,31.355513095855713
random,nested,True,SLSQP,l2,0.01,7.555214284787354,26.737130165100098
random,single,True,SLSQP,l2,1e-08,15.892365265347351,0.14689230918884277
random,nested,True,SLSQP,RSS,0.0,56.00408301652352,26.033947467803955
random,single,False,SLSQP,RSS,0.0,309.2923044303814,0.13935351371765137
random,single,True,SLSQP,l2,0.0,12.9518596985911,0.15588879585266113
random,nested,True,SLSQP,l2,0.0,7.481959063112654,33.60026574134827
random,single,False,SLSQP,l2,0.01,20.146055011254802,0.1443946361541748
random,nested,True,SLSQP,l2,0.05,7.6451997452784415,18.766048192977905
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,38.00757551193237
random,nested,False,Nelder-Mead,RSS,0.05,57.78256890728347,36.87313270568848
random,single,False,SLSQP,l2,0.0,13.830021456284955,0.14783859252929688
random,single,True,SLSQP,RSS,0.01,70.37019484155906,0.14562439918518066
random,nested,False,L-BFGS-B,l2,0.05,7.609579344979119,79.57330799102783
random,single,False,SLSQP,RSS,1e-08,189.99088157493165,0.14166808128356934
random,nested,True,SLSQP,l2,0.01,7.555214284787354,26.962583303451538
random,nested,False,SLSQP,l2,1e-08,7.6327825449269815,29.646475791931152
random,single,True,SLSQP,RSS,0.05,369.65275886154836,0.14618372917175293
random,nested,False,L-BFGS-B,RSS,0.01,56.13600353220952,83.2885684967041
random,single,True,SLSQP,RSS,0.05,369.65275886154836,0.1439051628112793
random,nested,True,SLSQP,l2,1e-08,7.481170431820645,28.36642098426819
random,nested,True,SLSQP,l2,0.05,7.6451997452784415,18.234735012054443
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,34.23565626144409
random,nested,True,SLSQP,l2,1e-08,7.481170431820645,26.274930238723755
random,nested,False,Nelder-Mead,l2,0.01,7.491335693951573,44.76045870780945
random,nested,False,L-BFGS-B,l2,1e-08,7.583490940367678,58.48461890220642
random,nested,False,Nelder-Mead,RSS,1e-08,56.32208171464754,51.33886480331421
random,nested,False,L-BFGS-B,RSS,1e-08,56.57574927743888,67.83539271354675
random,nested,False,L-BFGS-B,RSS,0.01,56.13600353220952,89.2207441329956
random,single,True,SLSQP,l2,1e-08,15.892365265347351,0.15040969848632812
random,nested,False,L-BFGS-B,l2,1e-08,7.58349094036769,57.11781024932861
random,nested,False,L-BFGS-B,l2,0.05,7.606663080421258,65.46427917480469
random,nested,True,SLSQP,RSS,1e-08,55.97120265774814,43.96524691581726
random,single,False,SLSQP,RSS,0.0,309.2923044303814,0.14770102500915527
random,single,True,SLSQP,l2,0.01,23.631951150867422,0.15076613426208496
random,single,True,SLSQP,RSS,0.0,545.0823227049754,0.15101933479309082
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,34.169821977615356
random,nested,False,SLSQP,l2,0.0,7.482408429534776,28.991772651672363
random,nested,False,Nelder-Mead,l2,0.0,7.535226074775306,43.694125175476074
random,nested,True,SLSQP,l2,1e-08,7.481170431820645,29.183385372161865
random,nested,False,SLSQP,RSS,0.01,56.92523164562553,43.9659538269043
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,35.49873328208923
random,nested,False,SLSQP,l2,0.0,7.482408429534776,33.99010157585144
random,single,False,SLSQP,RSS,1e-08,189.99088157493165,0.14442753791809082
random,nested,False,Nelder-Mead,RSS,0.01,57.416009672064725,42.16391563415527
random,nested,True,SLSQP,RSS,0.0,56.00408268180046,30.500170946121216
random,nested,True,SLSQP,l2,1e-08,7.481170431820645,30.787241458892822
random,single,True,SLSQP,RSS,1e-08,262.2092833484549,0.14839959144592285
random,nested,False,L-BFGS-B,RSS,0.0,57.76167680645117,85.56485247612
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,46.48298645019531
random,single,False,SLSQP,l2,1e-08,9.363466460791836,0.1422560214996338
random,nested,False,L-BFGS-B,l2,0.0,7.624867166249638,48.300806522369385
random,nested,False,L-BFGS-B,RSS,0.0,57.76167693614306,77.58355569839478
random,single,True,SLSQP,l2,0.0,12.9518596985911,0.15005755424499512
random,nested,True,SLSQP,RSS,1e-08,55.97120265774814,42.86086845397949
random,nested,False,SLSQP,l2,1e-08,7.579384739452008,36.87472605705261
random,nested,False,L-BFGS-B,l2,0.05,7.609607154169546,71.86431550979614
random,nested,False,SLSQP,l2,0.05,7.58772162569475,24.65838932991028
random,nested,False,L-BFGS-B,RSS,0.05,56.48821266990512,82.11209893226624
random,nested,False,SLSQP,RSS,1e-08,57.423420940077314,40.2728807926178
random,nested,False,Nelder-Mead,RSS,1e-08,56.32208171464754,54.502397298812866
random,nested,False,Nelder-Mead,RSS,1e-08,56.32208171464754,56.054447174072266
random,nested,False,L-BFGS-B,l2,1e-08,7.583273154945433,46.46116399765015
random,single,False,SLSQP,RSS,0.05,473.45151190255984,0.1452181339263916
random,nested,False,SLSQP,RSS,0.05,57.94545008347642,30.774636268615723
random,nested,True,SLSQP,RSS,1e-08,55.97120265774814,44.73796844482422
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,37.49907422065735
random,nested,False,SLSQP,RSS,0.01,56.92523164562553,36.208428621292114
random,nested,False,L-BFGS-B,RSS,0.01,56.13600353220952,87.21038579940796
random,nested,False,L-BFGS-B,l2,1e-08,7.583490940367678,58.80639362335205
random,single,False,SLSQP,RSS,0.05,473.45151190255984,0.14527392387390137
random,single,True,SLSQP,l2,0.01,23.631951150867422,0.15143322944641113
random,single,True,SLSQP,RSS,0.0,545.0823227049754,0.15060949325561523
random,single,True,SLSQP,l2,0.01,23.631951150867422,0.15103936195373535
random,nested,False,SLSQP,l2,0.05,7.58772162569475,22.94884490966797
random,nested,False,Nelder-Mead,l2,0.05,7.594195720638576,43.8175003528595
random,single,True,SLSQP,RSS,1e-08,262.2092833484549,0.15227174758911133
random,single,False,SLSQP,l2,0.01,20.146055011254802,0.1445310115814209
random,nested,False,L-BFGS-B,l2,0.0,7.625133172093323,48.375449657440186
random,nested,False,L-BFGS-B,RSS,0.05,56.48777088128395,84.89438557624817
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,37.900214433670044
random,single,False,SLSQP,RSS,0.05,473.45151190255984,0.14588379859924316
random,single,True,SLSQP,RSS,1e-08,262.2092833484549,0.15059876441955566
random,nested,False,L-BFGS-B,RSS,0.05,56.72907279885908,78.20346736907959
random,nested,True,SLSQP,RSS,0.0,56.0040802633579,19.189617156982422
random,nested,False,L-BFGS-B,l2,0.0,7.6292535093386595,45.09545421600342
random,nested,False,SLSQP,l2,0.01,7.51465619530175,35.94559979438782
random,single,False,SLSQP,RSS,0.0,309.2923044303814,0.1437368392944336
random,nested,True,SLSQP,l2,0.0,7.490775447072939,34.035088539123535
random,nested,False,L-BFGS-B,l2,1e-08,7.583490940367678,61.67718005180359
random,nested,False,Nelder-Mead,RSS,0.01,57.416009672064725,42.59873652458191
random,single,True,SLSQP,l2,1e-08,15.892365265347351,0.14580941200256348
random,nested,True,SLSQP,RSS,1e-08,55.97120265774814,43.85755515098572
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,33.57342290878296
random,nested,True,SLSQP,RSS,0.01,57.4551764668491,37.72813582420349
random,nested,True,SLSQP,RSS,0.0,56.0040826758138,28.610821962356567
random,single,True,SLSQP,RSS,0.01,70.37019484155906,0.14621329307556152
random,nested,False,L-BFGS-B,l2,0.0,7.6249128782293445,49.245630502700806
random,nested,False,Nelder-Mead,l2,0.05,7.629110979613991,40.72749352455139
random,nested,False,L-BFGS-B,l2,0.0,7.625165806403086,51.8039653301239
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,37.44755244255066
random,nested,False,SLSQP,l2,0.05,7.58772162569475,21.40300154685974
random,nested,False,SLSQP,RSS,0.01,56.92523164562553,40.199223279953
random,nested,False,Nelder-Mead,RSS,0.01,57.416009672064725,41.326950788497925
random,nested,False,L-BFGS-B,l2,0.0,7.625166268478594,42.90032935142517
random,nested,True,SLSQP,l2,0.0,7.481959063112654,34.08958721160889
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,34.306856632232666
random,nested,False,SLSQP,l2,0.0,7.482408429534776,31.059393882751465
random,nested,False,L-BFGS-B,l2,0.05,7.60957917297573,76.19391059875488
random,nested,False,L-BFGS-B,RSS,0.05,56.486299999058126,77.46198606491089
random,nested,False,SLSQP,l2,0.05,7.58772162569475,24.795572996139526
random,single,False,SLSQP,RSS,0.01,512.5100180555932,0.14902663230895996
random,nested,False,SLSQP,RSS,0.01,56.92523164562553,44.06639099121094
random,nested,False,Nelder-Mead,RSS,0.01,57.416009672064725,43.016228675842285
random,nested,False,SLSQP,RSS,1e-08,57.423420940077314,40.60876107215881
random,single,True,SLSQP,l2,1e-08,15.892365265347351,0.1475687026977539
random,nested,False,L-BFGS-B,l2,1e-08,7.583490940367681,56.02350378036499
random,nested,False,SLSQP,RSS,0.01,56.92523164562553,39.966142892837524
random,nested,False,Nelder-Mead,RSS,0.05,57.78256890728347,35.69297766685486
random,nested,False,L-BFGS-B,RSS,0.05,56.488112432856724,85.78111577033997
random,single,False,SLSQP,RSS,0.05,473.45151190255984,0.14362263679504395
random,single,True,SLSQP,RSS,0.05,369.65275886154836,0.1430811882019043
random,nested,False,L-BFGS-B,RSS,0.05,56.4662345250681,86.58105134963989
random,single,True,SLSQP,RSS,0.05,369.65275886154836,0.1491069793701172
random,nested,True,SLSQP,l2,0.01,7.555214284787354,25.708948373794556
random,nested,False,Nelder-Mead,RSS,0.05,57.78222808304667,41.8145534992218
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,34.16243267059326
random,nested,False,SLSQP,RSS,1e-08,57.41353659634748,40.901270389556885
random,nested,False,L-BFGS-B,RSS,0.0,57.761676670920295,86.96407556533813
random,nested,False,L-BFGS-B,l2,1e-08,7.583572740706796,59.78346085548401
random,nested,False,L-BFGS-B,RSS,1e-08,56.549169082873625,62.21576809883118
random,single,False,SLSQP,RSS,0.05,473.45151190255984,0.14426040649414062
random,nested,False,Nelder-Mead,l2,0.0,7.535234881127749,44.866122007369995
random,single,True,SLSQP,l2,0.0,12.9518596985911,0.14757156372070312
random,nested,False,L-BFGS-B,l2,1e-08,7.583490940367678,60.0730926990509
random,single,False,SLSQP,RSS,0.05,473.45151190255984,0.15007567405700684
random,nested,False,Nelder-Mead,RSS,0.0,58.258209500910475,47.376988887786865
random,single,False,SLSQP,RSS,0.01,512.5100180555932,0.14745712280273438
random,nested,True,SLSQP,RSS,1e-08,55.97120265774814,40.93651366233826
random,single,False,SLSQP,l2,1e-08,9.363466460791836,0.14269757270812988
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,34.1972599029541
random,single,True,SLSQP,RSS,0.0,545.0823227049754,0.1489410400390625
random,nested,False,SLSQP,l2,0.0,7.482408429534776,35.273165225982666
random,nested,False,L-BFGS-B,RSS,0.0,57.761676717994824,87.95780920982361
random,nested,False,SLSQP,RSS,0.01,57.57423180196837,39.247477531433105
random,nested,False,SLSQP,l2,1e-08,7.6327825449269815,27.044631004333496
random,nested,True,SLSQP,l2,0.0,7.481959063112654,34.7456488609314
random,nested,True,SLSQP,l2,0.01,7.555214284787354,26.739603996276855
random,nested,False,Nelder-Mead,l2,0.05,7.594957687921259,41.90252947807312
random,nested,False,Nelder-Mead,l2,0.01,7.491335693951573,45.01667046546936
random,nested,False,SLSQP,RSS,0.0,56.08340711702457,34.20426297187805
random,nested,False,Nelder-Mead,RSS,0.01,57.416009672064725,42.081504344940186
